095lower	095upper	050lower	050upper	median	name	drug_class	posterior	round_idx	status	round	round_mid_date
0.475947	0.741295	0.57828	0.669868	0.6160760000000001	strata_mu_pred[32,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.570962	0.752196	0.631541	0.694041	0.661662	strata_mu_pred[33,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.308958	0.605346	0.405124	0.507302	0.45119549999999997	strata_mu_pred[33,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.422983	0.61989	0.485247	0.55297	0.520269	strata_mu_pred[34,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.181388	0.453373	0.259709	0.353632	0.31337400000000004	strata_mu_pred[34,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.351268	0.576077	0.420058	0.497246	0.46210700000000005	strata_mu_pred[35,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.142167	0.407551	0.212028	0.30233	0.264637	strata_mu_pred[35,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.498363	0.705842	0.563764	0.636152	0.6075455000000001	strata_mu_pred[36,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.24169	0.544315	0.335465	0.441053	0.393515	strata_mu_pred[36,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.616183	0.809814	0.68011	0.746566	0.714811	strata_mu_pred[37,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.546028	0.813228	0.641852	0.736396	0.683353	strata_mu_pred[37,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.479839	0.67619	0.534855	0.601791	0.574346	strata_mu_pred[38,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.391028	0.687467	0.485021	0.587781	0.5363985	strata_mu_pred[38,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.605097	0.792774	0.662526	0.728703	0.697047	strata_mu_pred[39,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.526187	0.797924	0.616891	0.713784	0.6640820000000001	strata_mu_pred[39,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.46694	0.637657	0.528735	0.586401	0.556101	strata_mu_pred[4,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.166258	0.50343	0.267694	0.38845	0.3347535	strata_mu_pred[4,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.462315	0.65747	0.52706	0.596426	0.5605335	strata_mu_pred[40,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.374294	0.676084	0.474351	0.580203	0.5238685000000001	strata_mu_pred[40,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.561234	0.740627	0.616386	0.679292	0.6500714999999999	strata_mu_pred[41,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.477027	0.754877	0.563705	0.660914	0.615344	strata_mu_pred[41,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.47273	0.684772	0.544031	0.615479	0.5821419999999999	strata_mu_pred[42,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.390992	0.694945	0.486722	0.594522	0.545088	strata_mu_pred[42,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.291141	0.511531	0.349858	0.424514	0.39528949999999996	strata_mu_pred[43,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.213519	0.519476	0.300305	0.403814	0.36033800000000005	strata_mu_pred[43,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.337291	0.524155	0.387388	0.452454	0.428068	strata_mu_pred[44,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.256372	0.547828	0.341119	0.442552	0.3911605	strata_mu_pred[44,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.341488	0.549124	0.413798	0.483864	0.44876099999999997	strata_mu_pred[45,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.262374	0.563575	0.361343	0.46456	0.411874	strata_mu_pred[45,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.450142	0.676884	0.522202	0.601653	0.5628470000000001	strata_mu_pred[46,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.371224	0.681604	0.471674	0.579498	0.5256305	strata_mu_pred[46,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.492456	0.69747	0.557827	0.629714	0.5951420000000001	strata_mu_pred[47,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.413832	0.71167	0.513799	0.617756	0.5587015	strata_mu_pred[47,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.541906	0.725541	0.608406	0.670322	0.637892	strata_mu_pred[48,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.460326	0.738327	0.556473	0.655732	0.6014619999999999	strata_mu_pred[48,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.515679	0.722547	0.586033	0.658272	0.6193925	strata_mu_pred[49,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.431247	0.728498	0.538408	0.640402	0.584768	strata_mu_pred[49,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.339647	0.510509	0.394729	0.452888	0.42369049999999997	strata_mu_pred[5,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.103987	0.373026	0.173572	0.267851	0.22765200000000002	strata_mu_pred[5,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.423067	0.59681	0.474606	0.533673	0.5073015000000001	strata_mu_pred[50,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.328962	0.61939	0.417569	0.519255	0.4701395	strata_mu_pred[50,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.371494	0.586931	0.434618	0.508503	0.4741765	strata_mu_pred[51,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.284597	0.594417	0.374399	0.481458	0.43701049999999997	strata_mu_pred[51,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.672657	0.843362	0.730171	0.788185	0.759781	strata_mu_pred[52,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.605384	0.846768	0.697831	0.783765	0.7324139999999999	strata_mu_pred[52,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.302927	0.535588	0.375212	0.456869	0.4160915	strata_mu_pred[53,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.225295	0.538343	0.32513	0.431942	0.3796745	strata_mu_pred[53,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.432582	0.652159	0.49751	0.573843	0.5415369999999999	strata_mu_pred[54,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.354568	0.666377	0.442286	0.550091	0.504497	strata_mu_pred[54,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.725645	0.908847	0.792229	0.855389	0.8224475	strata_mu_pred[55,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.781308	0.965979	0.870625	0.933688	0.887177	strata_mu_pred[55,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.673186	0.871409	0.745011	0.814112	0.7740104999999999	strata_mu_pred[56,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.7266	0.949004	0.82558	0.902025	0.852181	strata_mu_pred[56,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.579606	0.81624	0.667398	0.75036	0.7014724999999999	strata_mu_pred[57,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.643303	0.919323	0.759168	0.857096	0.798924	strata_mu_pred[57,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.71175600000000006	0.905604	0.780034	0.847092	0.809283	strata_mu_pred[58,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.766055	0.963887	0.858364	0.925068	0.87805	strata_mu_pred[58,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.459183	0.713357	0.538722	0.627787	0.58041	strata_mu_pred[59,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.511076	0.865443	0.654936	0.783095	0.699326	strata_mu_pred[59,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.479825	0.649091	0.54393	0.601719	0.5700655	strata_mu_pred[6,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.188575	0.528452	0.277913	0.396371	0.3473705	strata_mu_pred[6,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.600604	0.829004	0.686975	0.767235	0.7197629999999999	strata_mu_pred[60,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.669214	0.934975	0.780671	0.874392	0.8130105000000001	strata_mu_pred[60,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.474414	0.728909	0.566024	0.654975	0.6009555	strata_mu_pred[61,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.539869	0.885842	0.673577	0.797384	0.7176895	strata_mu_pred[61,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.617376	0.839018	0.696584	0.774586	0.7313065000000001	strata_mu_pred[62,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.673476	0.933519	0.789781	0.878968	0.8210735	strata_mu_pred[62,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.658032	0.861908	0.733367	0.804777	0.7648425000000001	strata_mu_pred[63,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.717257	0.944312	0.814588	0.8939	0.8457699999999999	strata_mu_pred[63,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.539638	0.767963	0.61303	0.693244	0.6552884999999999	strata_mu_pred[64,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.596531	0.900722	0.71992	0.827277	0.7620439999999999	strata_mu_pred[64,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.601559	0.829136	0.674149	0.755101	0.7130205000000001	strata_mu_pred[65,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.658639	0.930467	0.767774	0.863046	0.8080324999999999	strata_mu_pred[65,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.487069	0.750609	0.582409	0.675599	0.6252409999999999	strata_mu_pred[66,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.553657	0.893791	0.678515	0.799866	0.7377265	strata_mu_pred[66,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.574003	0.820768	0.665931	0.752146	0.704439	strata_mu_pred[67,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.643863	0.932476	0.765729	0.866373	0.8005815000000001	strata_mu_pred[67,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.633251	0.855265	0.717438	0.795127	0.7510304999999999	strata_mu_pred[68,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.694351	0.943652	0.810866	0.897155	0.834973	strata_mu_pred[68,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.423181	0.70649	0.528211	0.628633	0.569117	strata_mu_pred[69,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.487927	0.868034	0.635985	0.773264	0.690197	strata_mu_pred[69,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.450911	0.66296	0.518874	0.59292	0.557714	strata_mu_pred[7,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.167464	0.51581	0.269752	0.393116	0.3365555	strata_mu_pred[7,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.556917	0.813072	0.642297	0.730694	0.6861919999999999	strata_mu_pred[70,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.614985	0.917112	0.753888	0.860725	0.7863385	strata_mu_pred[70,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.40915	0.694646	0.504356	0.604406	0.5487015	strata_mu_pred[71,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.470854	0.860921	0.60981	0.75123	0.6718025000000001	strata_mu_pred[71,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.768304	0.930528	0.834151	0.889262	0.854426	strata_mu_pred[72,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.817729	0.974755	0.892722	0.944844	0.9079459999999999	strata_mu_pred[72,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
0.432686	0.571404	0.476396	0.524301	0.502432	strata_mu_pred[8,1]	nnrti	TRUE	NA	susceptible	NA	NA
0.144005	0.44632	0.234325	0.339937	0.2880595	strata_mu_pred[8,2]	nnrti	TRUE	NA	intermediate/high	NA	NA
