095lower	095upper	050lower	050upper	median	name	drug_class	posterior	round_idx	status	round	round_mid_date
0.024554	0.980606	0.50475	0.997476	0.5054970000000001	strata_mu_pred[19,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0282634	0.992048	0.00263169	0.497782	0.4962415	strata_mu_pred[2,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0167489	0.974762	0.00782577	0.50588	0.500184	strata_mu_pred[2,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0301956	0.990239	0.497981	0.994555	0.5015615	strata_mu_pred[20,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0323667	0.990501	0.501306	0.99773	0.5022325000000001	strata_mu_pred[20,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0126457	0.972315	0.00217981	0.497598	0.4970445	strata_mu_pred[21,1]	nrti	FALSE	NA	susceptible	NA	NA
0.00872053	0.964465	0.0028543	0.499444	0.49893449999999995	strata_mu_pred[21,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0235922	0.985325	0.502043	0.997798	0.5027705	strata_mu_pred[22,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0130774	0.971496	0.00290222	0.492478	0.49228099999999997	strata_mu_pred[22,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0168049	0.978196	0.502181	0.998802	0.5025455	strata_mu_pred[23,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0177144	0.976949	0.500787	0.997334	0.501926	strata_mu_pred[23,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0360653	0.994355	0.502662	0.996567	0.5048445	strata_mu_pred[24,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0363127	0.9942	0.498455	0.99624	0.5009755	strata_mu_pred[24,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0246654	0.984592	0.00188469	0.498147	0.4973035	strata_mu_pred[25,1]	nrti	FALSE	NA	susceptible	NA	NA
0.00364704	0.964091	0.503133	0.997336	0.5043085	strata_mu_pred[25,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0152402	0.973998	0.503364	0.996476	0.5052835	strata_mu_pred[26,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0190508	0.977623	0.499851	0.99491	0.5036015	strata_mu_pred[26,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.028131	0.986407	0.499995	0.995932	0.5029245	strata_mu_pred[27,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0297858	0.98693	0.00366579	0.5007	0.49906150000000005	strata_mu_pred[27,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0187819	0.97803	0.502909	0.997387	0.5039100000000001	strata_mu_pred[28,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0126735	0.970081	0.497569	0.995505	0.500808	strata_mu_pred[28,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0238021	0.981679	0.00341068	0.500325	0.49904899999999996	strata_mu_pred[29,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0179298	0.975616	0.00652981	0.493125	0.4897125	strata_mu_pred[29,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0140776	0.973588	0.500442	0.997917	0.5015514999999999	strata_mu_pred[3,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0131734	0.971699	0.496857	0.994934	0.5008485	strata_mu_pred[3,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0311963	0.988185	0.501424	0.998637	0.5016525000000001	strata_mu_pred[30,1]	nrti	FALSE	NA	susceptible	NA	NA
0.00903813	0.967276	0.00456053	0.503053	0.5001965	strata_mu_pred[30,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0294308	0.990395	0.0044229	0.496147	0.492925	strata_mu_pred[31,1]	nrti	FALSE	NA	susceptible	NA	NA
0.022196	0.980566	0.0031115	0.491162	0.488406	strata_mu_pred[31,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0133735	0.972227	0.00159511	0.499691	0.4991015	strata_mu_pred[32,1]	nrti	FALSE	NA	susceptible	NA	NA
0.00995679	0.967547	0.502403	0.998002	0.5025930000000001	strata_mu_pred[32,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0187643	0.979109	0.00370186	0.495958	0.4939775	strata_mu_pred[33,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0111081	0.968133	0.00462171	0.495677	0.49353349999999996	strata_mu_pred[33,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0372428	0.994851	0.496575	0.994635	0.5003424999999999	strata_mu_pred[34,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0277414	0.98337	0.00255971	0.49198	0.4908795	strata_mu_pred[34,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0203082	0.978334	0.501118	0.99593	0.5043955	strata_mu_pred[35,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0149212	0.971676	0.500104	0.997509	0.5012095000000001	strata_mu_pred[35,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0316253	0.990556	0.502336	0.995902	0.5045455	strata_mu_pred[36,1]	nrti	FALSE	NA	susceptible	NA	NA
0.00512323	0.965099	0.00337004	0.500906	0.4999265	strata_mu_pred[36,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0215913	0.982495	0.00119071	0.493496	0.492842	strata_mu_pred[37,1]	nrti	FALSE	NA	susceptible	NA	NA
0.00437477	0.965937	0.00383218	0.501497	0.4992475	strata_mu_pred[37,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0271928	0.988372	0.499334	0.996499	0.501115	strata_mu_pred[38,1]	nrti	FALSE	NA	susceptible	NA	NA
0.020607	0.980413	0.00423183	0.499832	0.4975465	strata_mu_pred[38,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.00966965	0.96932	0.00598428	0.502635	0.498142	strata_mu_pred[39,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0237962	0.983393	0.0020959	0.496504	0.4961505	strata_mu_pred[39,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0249684	0.989107	0.502085	0.999009	0.5028254999999999	strata_mu_pred[4,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0207388	0.98165	0.503619	0.995206	0.5073295	strata_mu_pred[4,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0113552	0.972742	0.500881	0.999336	0.50108	strata_mu_pred[40,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0210462	0.983077	0.00194328	0.499566	0.498762	strata_mu_pred[40,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0355129	0.994052	0.00165345	0.498209	0.49796	strata_mu_pred[41,1]	nrti	FALSE	NA	susceptible	NA	NA
0.00665854	0.966743	0.00184688	0.490283	0.4894555	strata_mu_pred[41,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0240328	0.985045	0.00132972	0.49274	0.492377	strata_mu_pred[42,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0104915	0.976104	0.00125334	0.492649	0.49249750000000003	strata_mu_pred[42,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0248423	0.987881	0.501196	0.998419	0.5018335	strata_mu_pred[43,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0205839	0.982541	0.00119124	0.499757	0.49954350000000003	strata_mu_pred[43,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0181856	0.978523	0.50242	0.998833	0.502792	strata_mu_pred[44,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0048654	0.965397	0.499587	0.995982	0.5022155	strata_mu_pred[44,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0297244	0.991476	0.503043	0.999178	0.503053	strata_mu_pred[45,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0111293	0.97535	0.00198576	0.497154	0.496705	strata_mu_pred[45,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.00819986	0.969711	0.500936	0.997753	0.501351	strata_mu_pred[46,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0178224	0.979498	0.503871	0.997228	0.5050985	strata_mu_pred[46,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0198409	0.980988	0.504197	0.997784	0.5049065	strata_mu_pred[47,1]	nrti	FALSE	NA	susceptible	NA	NA
0.00982355	0.971696	0.501329	0.999084	0.5013704999999999	strata_mu_pred[47,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0236216	0.986806	0.0021094	0.496839	0.495949	strata_mu_pred[48,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0079085	0.970975	0.00192383	0.490898	0.4899635	strata_mu_pred[48,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0253761	0.983889	0.500372	0.99751	0.5014700000000001	strata_mu_pred[49,1]	nrti	FALSE	NA	susceptible	NA	NA
0.00878822	0.970328	0.00170668	0.497323	0.497043	strata_mu_pred[49,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0263553	0.989743	0.50205	0.999254	0.5020825	strata_mu_pred[5,1]	nrti	FALSE	NA	susceptible	NA	NA
0.028245	0.989767	0.509008	0.998242	0.5092000000000001	strata_mu_pred[5,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.00666784	0.968819	0.500082	0.995995	0.5021635	strata_mu_pred[50,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0304041	0.992592	0.00136809	0.499126	0.4987225	strata_mu_pred[50,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0177611	0.979686	7.32987e-4	0.497535	0.4973065	strata_mu_pred[51,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0179987	0.981623	0.00143257	0.492108	0.491639	strata_mu_pred[51,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0133224	0.973326	0.00282255	0.495457	0.4936045	strata_mu_pred[52,1]	nrti	FALSE	NA	susceptible	NA	NA
0.00433714	0.965557	0.00365637	0.497581	0.495111	strata_mu_pred[52,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0302112	0.991763	0.50218	0.999566	0.5023755	strata_mu_pred[53,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0137409	0.978815	0.0019482	0.499474	0.49918300000000004	strata_mu_pred[53,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0251489	0.985214	0.0040318	0.49968	0.49748899999999996	strata_mu_pred[54,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0146918	0.974427	0.00251743	0.496232	0.49537200000000003	strata_mu_pred[54,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0115141	0.970758	0.00189907	0.498793	0.4980075	strata_mu_pred[55,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0261186	0.985024	0.00256003	0.500055	0.499421	strata_mu_pred[55,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.00611893	0.967621	0.49926	0.997407	0.5004115	strata_mu_pred[56,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0323414	0.991603	0.498172	0.996532	0.5000265	strata_mu_pred[56,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0308173	0.992298	0.503058	0.997364	0.5046204999999999	strata_mu_pred[57,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0156047	0.976047	0.499648	0.997163	0.501404	strata_mu_pred[57,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.023761	0.985253	0.500126	0.998573	0.500515	strata_mu_pred[58,1]	nrti	FALSE	NA	susceptible	NA	NA
0.025776	0.982542	0.499634	0.996314	0.501539	strata_mu_pred[58,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0259688	0.987509	0.506837	0.9989	0.5071330000000001	strata_mu_pred[59,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0346586	0.996272	0.509553	0.996844	0.5109815	strata_mu_pred[59,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.00487508	0.969308	0.00184439	0.500193	0.4996705	strata_mu_pred[6,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0135708	0.973948	0.00234507	0.499516	0.499155	strata_mu_pred[6,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0278324	0.986833	0.502435	0.997771	0.5031895	strata_mu_pred[60,1]	nrti	FALSE	NA	susceptible	NA	NA
0.029499	0.989971	9.60486e-4	0.498696	0.498254	strata_mu_pred[60,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0125541	0.973137	0.508506	0.997141	0.510472	strata_mu_pred[61,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0354802	0.995909	0.509426	0.998637	0.509485	strata_mu_pred[61,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0338543	0.994855	0.504485	0.997804	0.5051585000000001	strata_mu_pred[62,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0140311	0.975321	0.00285731	0.501094	0.4997415	strata_mu_pred[62,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0178816	0.976867	0.500527	0.998064	0.50144	strata_mu_pred[63,1]	nrti	FALSE	NA	susceptible	NA	NA
0.009192	0.968706	0.00340633	0.501725	0.49963100000000005	strata_mu_pred[63,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.00870531	0.970188	0.508271	0.996047	0.511026	strata_mu_pred[64,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0306393	0.989922	0.510572	0.997322	0.5118415000000001	strata_mu_pred[64,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0319977	0.995782	0.507759	0.998448	0.5083485	strata_mu_pred[65,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0270945	0.986221	0.503308	0.99431	0.5078445	strata_mu_pred[65,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0223941	0.986054	0.505298	0.998916	0.5054235	strata_mu_pred[66,1]	nrti	FALSE	NA	susceptible	NA	NA
0.00787943	0.967294	0.50181	0.997528	0.503233	strata_mu_pred[66,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0176271	0.980102	0.504098	0.997237	0.5054425	strata_mu_pred[67,1]	nrti	FALSE	NA	susceptible	NA	NA
0.00417903	0.966846	0.501677	0.997732	0.5029185	strata_mu_pred[67,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0322115	0.996165	7.53946e-4	0.498939	0.4989005	strata_mu_pred[68,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0183493	0.975771	0.0027328	0.49962	0.498525	strata_mu_pred[68,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0321271	0.992785	0.502256	0.996664	0.5039835	strata_mu_pred[69,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0339497	0.99754	0.506585	0.998334	0.5069965000000001	strata_mu_pred[69,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0246106	0.985815	0.50084	0.99699	0.502094	strata_mu_pred[7,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0288001	0.98976	0.503861	0.996591	0.505056	strata_mu_pred[7,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0304391	0.994797	0.00108448	0.499719	0.499654	strata_mu_pred[70,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0198353	0.980697	0.498267	0.995874	0.5007405	strata_mu_pred[70,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0272948	0.990939	0.504075	0.998527	0.5044285	strata_mu_pred[71,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0275018	0.990399	0.501571	0.996613	0.5033620000000001	strata_mu_pred[71,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0274617	0.987012	7.80805e-4	0.490251	0.4902115	strata_mu_pred[72,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0291221	0.985851	0.004508	0.500922	0.4989755	strata_mu_pred[72,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.0263719	0.98695600000000006	0.00129331	0.497127	0.4970715	strata_mu_pred[8,1]	nrti	FALSE	NA	susceptible	NA	NA
0.0285476	0.987095	0.0022041	0.49528	0.4941685	strata_mu_pred[8,2]	nrti	FALSE	NA	intermediate/high	NA	NA
0.014559	0.977118	0.498998	0.996471	0.5015000000000001	strata_mu_pred[9,1]	nrti	FALSE	NA	susceptible	NA	NA
